Wording Style,Option 1,Option 2,Question,Answer
2,The Pied Piper of Hamelin,The Clever Rabbit and the Lion,Which is the more interesting folktale? The Pied Piper of Hamelin or The Clever Rabbit and the Lion? Answer with only and exactly one of these two options.,The Pied Piper of Hamelin
3,The Pied Piper of Hamelin,The Clever Rabbit and the Lion,What's a more interesting folktale: The Pied Piper of Hamelin or The Clever Rabbit and the Lion? Answer with only and exactly one of these two options.,The Pied Piper of Hamelin
4,The Pied Piper of Hamelin,The Clever Rabbit and the Lion,Which is the more interesting folktale? The Pied Piper of Hamelin or The Clever Rabbit and the Lion? ... Answer with only and exactly one of these two options.,The Pied Piper of Hamelin
5,The Pied Piper of Hamelin,The Clever Rabbit and the Lion,What's the more interesting folktale -- The Pied Piper of Hamelin or The Clever Rabbit and the Lion? Answer with only and exactly one of these two options.,The Pied Piper of Hamelin
1,The Pied Piper of Hamelin,Anansi and the Moss-Covered Rock,What is the more interesting folktale? The Pied Piper of Hamelin or Anansi and the Moss-Covered Rock? Answer with only and exactly one of these two options.,Anansi and the Moss-Covered Rock
2,The Pied Piper of Hamelin,Anansi and the Moss-Covered Rock,Which is the more interesting folktale? The Pied Piper of Hamelin or Anansi and the Moss-Covered Rock? Answer with only and exactly one of these two options.,The Pied Piper of Hamelin
3,The Pied Piper of Hamelin,Anansi and the Moss-Covered Rock,What's a more interesting folktale: The Pied Piper of Hamelin or Anansi and the Moss-Covered Rock? Answer with only and exactly one of these two options.,Anansi and the Moss-Covered Rock
4,The Pied Piper of Hamelin,Anansi and the Moss-Covered Rock,Which is the more interesting folktale? The Pied Piper of Hamelin or Anansi and the Moss-Covered Rock? ... Answer with only and exactly one of these two options.,Anansi and the Moss-Covered Rock
5,The Pied Piper of Hamelin,Anansi and the Moss-Covered Rock,What's the more interesting folktale -- The Pied Piper of Hamelin or Anansi and the Moss-Covered Rock? Answer with only and exactly one of these two options.,The Pied Piper of Hamelin
1,The Pied Piper of Hamelin,The Monkey and the Turtle,What is the more interesting folktale? The Pied Piper of Hamelin or The Monkey and the Turtle? Answer with only and exactly one of these two options.,The Pied Piper of Hamelin
2,The Pied Piper of Hamelin,The Monkey and the Turtle,Which is the more interesting folktale? The Pied Piper of Hamelin or The Monkey and the Turtle? Answer with only and exactly one of these two options.,The Pied Piper of Hamelin
3,The Pied Piper of Hamelin,The Monkey and the Turtle,What's a more interesting folktale: The Pied Piper of Hamelin or The Monkey and the Turtle? Answer with only and exactly one of these two options.,The Pied Piper of Hamelin
4,The Pied Piper of Hamelin,The Monkey and the Turtle,Which is the more interesting folktale? The Pied Piper of Hamelin or The Monkey and the Turtle? ... Answer with only and exactly one of these two options.,The Pied Piper of Hamelin
5,The Pied Piper of Hamelin,The Monkey and the Turtle,What's the more interesting folktale -- The Pied Piper of Hamelin or The Monkey and the Turtle? Answer with only and exactly one of these two options.,The Pied Piper of Hamelin
1,The Fox and the Grapes,La Llorona,What is the more interesting folktale? The Fox and the Grapes or La Llorona? Answer with only and exactly one of these two options.,La Llorona
2,The Fox and the Grapes,La Llorona,Which is the more interesting folktale? The Fox and the Grapes or La Llorona? Answer with only and exactly one of these two options.,La Llorona
3,The Fox and the Grapes,La Llorona,What's a more interesting folktale: The Fox and the Grapes or La Llorona? Answer with only and exactly one of these two options.,La Llorona
4,The Fox and the Grapes,La Llorona,Which is the more interesting folktale? The Fox and the Grapes or La Llorona? ... Answer with only and exactly one of these two options.,La Llorona
5,The Fox and the Grapes,La Llorona,What's the more interesting folktale -- The Fox and the Grapes or La Llorona? Answer with only and exactly one of these two options.,La Llorona
1,The Fox and the Grapes,Momotaro,What is the more interesting folktale? The Fox and the Grapes or Momotaro? Answer with only and exactly one of these two options.,Momotaro
2,The Fox and the Grapes,Momotaro,Which is the more interesting folktale? The Fox and the Grapes or Momotaro? Answer with only and exactly one of these two options.,Momotaro
3,The Fox and the Grapes,Momotaro,What's a more interesting folktale: The Fox and the Grapes or Momotaro? Answer with only and exactly one of these two options.,Momotaro
4,The Fox and the Grapes,Momotaro,Which is the more interesting folktale? The Fox and the Grapes or Momotaro? ... Answer with only and exactly one of these two options.,Momotaro
5,The Fox and the Grapes,Momotaro,What's the more interesting folktale -- The Fox and the Grapes or Momotaro? Answer with only and exactly one of these two options.,Momotaro
1,The Fox and the Grapes,Paul Bunyan,What is the more interesting folktale? The Fox and the Grapes or Paul Bunyan? Answer with only and exactly one of these two options.,Paul Bunyan
2,The Fox and the Grapes,Paul Bunyan,Which is the more interesting folktale? The Fox and the Grapes or Paul Bunyan? Answer with only and exactly one of these two options.,Paul Bunyan
3,The Fox and the Grapes,Paul Bunyan,What's a more interesting folktale: The Fox and the Grapes or Paul Bunyan? Answer with only and exactly one of these two options.,Paul Bunyan
4,The Fox and the Grapes,Paul Bunyan,Which is the more interesting folktale? The Fox and the Grapes or Paul Bunyan? ... Answer with only and exactly one of these two options.,Paul Bunyan
5,The Fox and the Grapes,Paul Bunyan,What's the more interesting folktale -- The Fox and the Grapes or Paul Bunyan? Answer with only and exactly one of these two options.,Paul Bunyan
1,The Fox and the Grapes,The Pied Piper of Hamelin,What is the more interesting folktale? The Fox and the Grapes or The Pied Piper of Hamelin? Answer with only and exactly one of these two options.,The Pied Piper of Hamelin
2,The Fox and the Grapes,The Pied Piper of Hamelin,Which is the more interesting folktale? The Fox and the Grapes or The Pied Piper of Hamelin? Answer with only and exactly one of these two options.,The Pied Piper of Hamelin
3,The Fox and the Grapes,The Pied Piper of Hamelin,What's a more interesting folktale: The Fox and the Grapes or The Pied Piper of Hamelin? Answer with only and exactly one of these two options.,The Pied Piper of Hamelin
4,The Fox and the Grapes,The Pied Piper of Hamelin,Which is the more interesting folktale? The Fox and the Grapes or The Pied Piper of Hamelin? ... Answer with only and exactly one of these two options.,The Pied Piper of Hamelin
5,The Fox and the Grapes,The Pied Piper of Hamelin,What's the more interesting folktale -- The Fox and the Grapes or The Pied Piper of Hamelin? Answer with only and exactly one of these two options.,The Pied Piper of Hamelin
1,The Fox and the Grapes,Ali Baba and the Forty Thieves,What is the more interesting folktale? The Fox and the Grapes or Ali Baba and the Forty Thieves? Answer with only and exactly one of these two options.,Ali Baba and the Forty Thieves
2,The Fox and the Grapes,Ali Baba and the Forty Thieves,Which is the more interesting folktale? The Fox and the Grapes or Ali Baba and the Forty Thieves? Answer with only and exactly one of these two options.,Ali Baba and the Forty Thieves
3,The Fox and the Grapes,Ali Baba and the Forty Thieves,What's a more interesting folktale: The Fox and the Grapes or Ali Baba and the Forty Thieves? Answer with only and exactly one of these two options.,Ali Baba and the Forty Thieves
4,The Fox and the Grapes,Ali Baba and the Forty Thieves,Which is the more interesting folktale? The Fox and the Grapes or Ali Baba and the Forty Thieves? ... Answer with only and exactly one of these two options.,Ali Baba and the Forty Thieves
5,The Fox and the Grapes,Ali Baba and the Forty Thieves,What's the more interesting folktale -- The Fox and the Grapes or Ali Baba and the Forty Thieves? Answer with only and exactly one of these two options.,Ali Baba and the Forty Thieves
1,The Fox and the Grapes,Tấm and Cám,What is the more interesting folktale? The Fox and the Grapes or Tấm and Cám? Answer with only and exactly one of these two options.,Tấm and Cám
2,The Fox and the Grapes,Tấm and Cám,Which is the more interesting folktale? The Fox and the Grapes or Tấm and Cám? Answer with only and exactly one of these two options.,Tấm and Cám
3,The Fox and the Grapes,Tấm and Cám,What's a more interesting folktale: The Fox and the Grapes or Tấm and Cám? Answer with only and exactly one of these two options.,Tấm and Cám
4,The Fox and the Grapes,Tấm and Cám,Which is the more interesting folktale? The Fox and the Grapes or Tấm and Cám? ... Answer with only and exactly one of these two options.,Tấm and Cám
5,The Fox and the Grapes,Tấm and Cám,What's the more interesting folktale -- The Fox and the Grapes or Tấm and Cám? Answer with only and exactly one of these two options.,Tấm and Cám
1,The Fox and the Grapes,The Clever Rabbit and the Lion,What is the more interesting folktale? The Fox and the Grapes or The Clever Rabbit and the Lion? Answer with only and exactly one of these two options.,The Clever Rabbit and the Lion
2,The Fox and the Grapes,The Clever Rabbit and the Lion,Which is the more interesting folktale? The Fox and the Grapes or The Clever Rabbit and the Lion? Answer with only and exactly one of these two options.,The Clever Rabbit and the Lion
3,The Fox and the Grapes,The Clever Rabbit and the Lion,What's a more interesting folktale: The Fox and the Grapes or The Clever Rabbit and the Lion? Answer with only and exactly one of these two options.,The Clever Rabbit and the Lion
4,The Fox and the Grapes,The Clever Rabbit and the Lion,Which is the more interesting folktale? The Fox and the Grapes or The Clever Rabbit and the Lion? ... Answer with only and exactly one of these two options.,The Clever Rabbit and the Lion
5,The Fox and the Grapes,The Clever Rabbit and the Lion,What's the more interesting folktale -- The Fox and the Grapes or The Clever Rabbit and the Lion? Answer with only and exactly one of these two options.,The Clever Rabbit and the Lion
1,The Fox and the Grapes,Anansi and the Moss-Covered Rock,What is the more interesting folktale? The Fox and the Grapes or Anansi and the Moss-Covered Rock? Answer with only and exactly one of these two options.,Anansi and the Moss-Covered Rock
2,The Fox and the Grapes,Anansi and the Moss-Covered Rock,Which is the more interesting folktale? The Fox and the Grapes or Anansi and the Moss-Covered Rock? Answer with only and exactly one of these two options.,Anansi and the Moss-Covered Rock
3,The Fox and the Grapes,Anansi and the Moss-Covered Rock,What's a more interesting folktale: The Fox and the Grapes or Anansi and the Moss-Covered Rock? Answer with only and exactly one of these two options.,Anansi and the Moss-Covered Rock
4,The Fox and the Grapes,Anansi and the Moss-Covered Rock,Which is the more interesting folktale? The Fox and the Grapes or Anansi and the Moss-Covered Rock? ... Answer with only and exactly one of these two options.,Anansi and the Moss-Covered Rock
5,The Fox and the Grapes,Anansi and the Moss-Covered Rock,What's the more interesting folktale -- The Fox and the Grapes or Anansi and the Moss-Covered Rock? Answer with only and exactly one of these two options.,Anansi and the Moss-Covered Rock
1,The Fox and the Grapes,The Monkey and the Turtle,What is the more interesting folktale? The Fox and the Grapes or The Monkey and the Turtle? Answer with only and exactly one of these two options.,The Monkey and the Turtle
2,The Fox and the Grapes,The Monkey and the Turtle,Which is the more interesting folktale? The Fox and the Grapes or The Monkey and the Turtle? Answer with only and exactly one of these two options.,The Monkey and the Turtle
3,The Fox and the Grapes,The Monkey and the Turtle,What's a more interesting folktale: The Fox and the Grapes or The Monkey and the Turtle? Answer with only and exactly one of these two options.,The Monkey and the Turtle
4,The Fox and the Grapes,The Monkey and the Turtle,Which is the more interesting folktale? The Fox and the Grapes or The Monkey and the Turtle? ... Answer with only and exactly one of these two options.,The Monkey and the Turtle
5,The Fox and the Grapes,The Monkey and the Turtle,What's the more interesting folktale -- The Fox and the Grapes or The Monkey and the Turtle? Answer with only and exactly one of these two options.,The Monkey and the Turtle
1,Ali Baba and the Forty Thieves,La Llorona,What is the more interesting folktale? Ali Baba and the Forty Thieves or La Llorona? Answer with only and exactly one of these two options.,La Llorona
2,Ali Baba and the Forty Thieves,La Llorona,Which is the more interesting folktale? Ali Baba and the Forty Thieves or La Llorona? Answer with only and exactly one of these two options.,Ali Baba and the Forty Thieves
3,Ali Baba and the Forty Thieves,La Llorona,What's a more interesting folktale: Ali Baba and the Forty Thieves or La Llorona? Answer with only and exactly one of these two options.,La Llorona
4,Ali Baba and the Forty Thieves,La Llorona,Which is the more interesting folktale? Ali Baba and the Forty Thieves or La Llorona? ... Answer with only and exactly one of these two options.,La Llorona
5,Ali Baba and the Forty Thieves,La Llorona,What's the more interesting folktale -- Ali Baba and the Forty Thieves or La Llorona? Answer with only and exactly one of these two options.,Ali Baba and the Forty Thieves
1,Ali Baba and the Forty Thieves,Momotaro,What is the more interesting folktale? Ali Baba and the Forty Thieves or Momotaro? Answer with only and exactly one of these two options.,Ali Baba and the Forty Thieves
2,Ali Baba and the Forty Thieves,Momotaro,Which is the more interesting folktale? Ali Baba and the Forty Thieves or Momotaro? Answer with only and exactly one of these two options.,Momotaro
3,Ali Baba and the Forty Thieves,Momotaro,What's a more interesting folktale: Ali Baba and the Forty Thieves or Momotaro? Answer with only and exactly one of these two options.,Ali Baba and the Forty Thieves
4,Ali Baba and the Forty Thieves,Momotaro,Which is the more interesting folktale? Ali Baba and the Forty Thieves or Momotaro? ... Answer with only and exactly one of these two options.,Momotaro
5,Ali Baba and the Forty Thieves,Momotaro,What's the more interesting folktale -- Ali Baba and the Forty Thieves or Momotaro? Answer with only and exactly one of these two options.,Ali Baba and the Forty Thieves
1,Ali Baba and the Forty Thieves,Paul Bunyan,What is the more interesting folktale? Ali Baba and the Forty Thieves or Paul Bunyan? Answer with only and exactly one of these two options.,Ali Baba and the Forty Thieves
2,Ali Baba and the Forty Thieves,Paul Bunyan,Which is the more interesting folktale? Ali Baba and the Forty Thieves or Paul Bunyan? Answer with only and exactly one of these two options.,Ali Baba and the Forty Thieves
3,Ali Baba and the Forty Thieves,Paul Bunyan,What's a more interesting folktale: Ali Baba and the Forty Thieves or Paul Bunyan? Answer with only and exactly one of these two options.,Ali Baba and the Forty Thieves
4,Ali Baba and the Forty Thieves,Paul Bunyan,Which is the more interesting folktale? Ali Baba and the Forty Thieves or Paul Bunyan? ... Answer with only and exactly one of these two options.,Ali Baba and the Forty Thieves
5,Ali Baba and the Forty Thieves,Paul Bunyan,What's the more interesting folktale -- Ali Baba and the Forty Thieves or Paul Bunyan? Answer with only and exactly one of these two options.,Ali Baba and the Forty Thieves
1,Ali Baba and the Forty Thieves,The Pied Piper of Hamelin,What is the more interesting folktale? Ali Baba and the Forty Thieves or The Pied Piper of Hamelin? Answer with only and exactly one of these two options.,Ali Baba and the Forty Thieves
2,Ali Baba and the Forty Thieves,The Pied Piper of Hamelin,Which is the more interesting folktale? Ali Baba and the Forty Thieves or The Pied Piper of Hamelin? Answer with only and exactly one of these two options.,Ali Baba and the Forty Thieves
3,Ali Baba and the Forty Thieves,The Pied Piper of Hamelin,What's a more interesting folktale: Ali Baba and the Forty Thieves or The Pied Piper of Hamelin? Answer with only and exactly one of these two options.,Ali Baba and the Forty Thieves
4,Ali Baba and the Forty Thieves,The Pied Piper of Hamelin,Which is the more interesting folktale? Ali Baba and the Forty Thieves or The Pied Piper of Hamelin? ... Answer with only and exactly one of these two options.,Ali Baba and the Forty Thieves
5,Ali Baba and the Forty Thieves,The Pied Piper of Hamelin,What's the more interesting folktale -- Ali Baba and the Forty Thieves or The Pied Piper of Hamelin? Answer with only and exactly one of these two options.,Ali Baba and the Forty Thieves
1,Ali Baba and the Forty Thieves,The Fox and the Grapes,What is the more interesting folktale? Ali Baba and the Forty Thieves or The Fox and the Grapes? Answer with only and exactly one of these two options.,Ali Baba and the Forty Thieves
2,Ali Baba and the Forty Thieves,The Fox and the Grapes,Which is the more interesting folktale? Ali Baba and the Forty Thieves or The Fox and the Grapes? Answer with only and exactly one of these two options.,Ali Baba and the Forty Thieves
3,Ali Baba and the Forty Thieves,The Fox and the Grapes,What's a more interesting folktale: Ali Baba and the Forty Thieves or The Fox and the Grapes? Answer with only and exactly one of these two options.,Ali Baba and the Forty Thieves
4,Ali Baba and the Forty Thieves,The Fox and the Grapes,Which is the more interesting folktale? Ali Baba and the Forty Thieves or The Fox and the Grapes? ... Answer with only and exactly one of these two options.,Ali Baba and the Forty Thieves
5,Ali Baba and the Forty Thieves,The Fox and the Grapes,What's the more interesting folktale -- Ali Baba and the Forty Thieves or The Fox and the Grapes? Answer with only and exactly one of these two options.,Ali Baba and the Forty Thieves
1,Ali Baba and the Forty Thieves,Tấm and Cám,What is the more interesting folktale? Ali Baba and the Forty Thieves or Tấm and Cám? Answer with only and exactly one of these two options.,Ali Baba and the Forty Thieves
2,Ali Baba and the Forty Thieves,Tấm and Cám,Which is the more interesting folktale? Ali Baba and the Forty Thieves or Tấm and Cám? Answer with only and exactly one of these two options.,Ali Baba and the Forty Thieves
3,Ali Baba and the Forty Thieves,Tấm and Cám,What's a more interesting folktale: Ali Baba and the Forty Thieves or Tấm and Cám? Answer with only and exactly one of these two options.,Ali Baba and the Forty Thieves
4,Ali Baba and the Forty Thieves,Tấm and Cám,Which is the more interesting folktale? Ali Baba and the Forty Thieves or Tấm and Cám? ... Answer with only and exactly one of these two options.,Ali Baba and the Forty Thieves
5,Ali Baba and the Forty Thieves,Tấm and Cám,What's the more interesting folktale -- Ali Baba and the Forty Thieves or Tấm and Cám? Answer with only and exactly one of these two options.,Ali Baba and the Forty Thieves
1,Ali Baba and the Forty Thieves,The Clever Rabbit and the Lion,What is the more interesting folktale? Ali Baba and the Forty Thieves or The Clever Rabbit and the Lion? Answer with only and exactly one of these two options.,Ali Baba and the Forty Thieves
2,Ali Baba and the Forty Thieves,The Clever Rabbit and the Lion,Which is the more interesting folktale? Ali Baba and the Forty Thieves or The Clever Rabbit and the Lion? Answer with only and exactly one of these two options.,Ali Baba and the Forty Thieves
3,Ali Baba and the Forty Thieves,The Clever Rabbit and the Lion,What's a more interesting folktale: Ali Baba and the Forty Thieves or The Clever Rabbit and the Lion? Answer with only and exactly one of these two options.,Ali Baba and the Forty Thieves
4,Ali Baba and the Forty Thieves,The Clever Rabbit and the Lion,Which is the more interesting folktale? Ali Baba and the Forty Thieves or The Clever Rabbit and the Lion? ... Answer with only and exactly one of these two options.,Ali Baba and the Forty Thieves
5,Ali Baba and the Forty Thieves,The Clever Rabbit and the Lion,What's the more interesting folktale -- Ali Baba and the Forty Thieves or The Clever Rabbit and the Lion? Answer with only and exactly one of these two options.,Ali Baba and the Forty Thieves
1,Ali Baba and the Forty Thieves,Anansi and the Moss-Covered Rock,What is the more interesting folktale? Ali Baba and the Forty Thieves or Anansi and the Moss-Covered Rock? Answer with only and exactly one of these two options.,Ali Baba and the Forty Thieves
2,Ali Baba and the Forty Thieves,Anansi and the Moss-Covered Rock,Which is the more interesting folktale? Ali Baba and the Forty Thieves or Anansi and the Moss-Covered Rock? Answer with only and exactly one of these two options.,Ali Baba and the Forty Thieves
3,Ali Baba and the Forty Thieves,Anansi and the Moss-Covered Rock,What's a more interesting folktale: Ali Baba and the Forty Thieves or Anansi and the Moss-Covered Rock? Answer with only and exactly one of these two options.,Ali Baba and the Forty Thieves
4,Ali Baba and the Forty Thieves,Anansi and the Moss-Covered Rock,Which is the more interesting folktale? Ali Baba and the Forty Thieves or Anansi and the Moss-Covered Rock? ... Answer with only and exactly one of these two options.,Ali Baba and the Forty Thieves
5,Ali Baba and the Forty Thieves,Anansi and the Moss-Covered Rock,What's the more interesting folktale -- Ali Baba and the Forty Thieves or Anansi and the Moss-Covered Rock? Answer with only and exactly one of these two options.,Ali Baba and the Forty Thieves
1,Ali Baba and the Forty Thieves,The Monkey and the Turtle,What is the more interesting folktale? Ali Baba and the Forty Thieves or The Monkey and the Turtle? Answer with only and exactly one of these two options.,Ali Baba and the Forty Thieves
2,Ali Baba and the Forty Thieves,The Monkey and the Turtle,Which is the more interesting folktale? Ali Baba and the Forty Thieves or The Monkey and the Turtle? Answer with only and exactly one of these two options.,Ali Baba and the Forty Thieves
3,Ali Baba and the Forty Thieves,The Monkey and the Turtle,What's a more interesting folktale: Ali Baba and the Forty Thieves or The Monkey and the Turtle? Answer with only and exactly one of these two options.,Ali Baba and the Forty Thieves
4,Ali Baba and the Forty Thieves,The Monkey and the Turtle,Which is the more interesting folktale? Ali Baba and the Forty Thieves or The Monkey and the Turtle? ... Answer with only and exactly one of these two options.,Ali Baba and the Forty Thieves
5,Ali Baba and the Forty Thieves,The Monkey and the Turtle,What's the more interesting folktale -- Ali Baba and the Forty Thieves or The Monkey and the Turtle? Answer with only and exactly one of these two options.,Ali Baba and the Forty Thieves
1,Tấm and Cám,La Llorona,What is the more interesting folktale? Tấm and Cám or La Llorona? Answer with only and exactly one of these two options.,La Llorona
2,Tấm and Cám,La Llorona,Which is the more interesting folktale? Tấm and Cám or La Llorona? Answer with only and exactly one of these two options.,Tấm and Cám
3,Tấm and Cám,La Llorona,What's a more interesting folktale: Tấm and Cám or La Llorona? Answer with only and exactly one of these two options.,Tấm and Cám
4,Tấm and Cám,La Llorona,Which is the more interesting folktale? Tấm and Cám or La Llorona? ... Answer with only and exactly one of these two options.,La Llorona
5,Tấm and Cám,La Llorona,What's the more interesting folktale -- Tấm and Cám or La Llorona? Answer with only and exactly one of these two options.,La Llorona
1,Tấm and Cám,Momotaro,What is the more interesting folktale? Tấm and Cám or Momotaro? Answer with only and exactly one of these two options.,Tấm and Cám
2,Tấm and Cám,Momotaro,Which is the more interesting folktale? Tấm and Cám or Momotaro? Answer with only and exactly one of these two options.,Momotaro
3,Tấm and Cám,Momotaro,What's a more interesting folktale: Tấm and Cám or Momotaro? Answer with only and exactly one of these two options.,Tấm and Cám
4,Tấm and Cám,Momotaro,Which is the more interesting folktale? Tấm and Cám or Momotaro? ... Answer with only and exactly one of these two options.,Momotaro
5,Tấm and Cám,Momotaro,What's the more interesting folktale -- Tấm and Cám or Momotaro? Answer with only and exactly one of these two options.,Tấm and Cám
1,Tấm and Cám,Paul Bunyan,What is the more interesting folktale? Tấm and Cám or Paul Bunyan? Answer with only and exactly one of these two options.,Tấm and Cám
2,Tấm and Cám,Paul Bunyan,Which is the more interesting folktale? Tấm and Cám or Paul Bunyan? Answer with only and exactly one of these two options.,Tấm and Cám
3,Tấm and Cám,Paul Bunyan,What's a more interesting folktale: Tấm and Cám or Paul Bunyan? Answer with only and exactly one of these two options.,Tấm and Cám
4,Tấm and Cám,Paul Bunyan,Which is the more interesting folktale? Tấm and Cám or Paul Bunyan? ... Answer with only and exactly one of these two options.,Tấm and Cám
5,Tấm and Cám,Paul Bunyan,What's the more interesting folktale -- Tấm and Cám or Paul Bunyan? Answer with only and exactly one of these two options.,Tấm and Cám
1,Tấm and Cám,The Pied Piper of Hamelin,What is the more interesting folktale? Tấm and Cám or The Pied Piper of Hamelin? Answer with only and exactly one of these two options.,Tấm and Cám
2,Tấm and Cám,The Pied Piper of Hamelin,Which is the more interesting folktale? Tấm and Cám or The Pied Piper of Hamelin? Answer with only and exactly one of these two options.,Tấm and Cám
3,Tấm and Cám,The Pied Piper of Hamelin,What's a more interesting folktale: Tấm and Cám or The Pied Piper of Hamelin? Answer with only and exactly one of these two options.,Tấm and Cám
4,Tấm and Cám,The Pied Piper of Hamelin,Which is the more interesting folktale? Tấm and Cám or The Pied Piper of Hamelin? ... Answer with only and exactly one of these two options.,Tấm and Cám
5,Tấm and Cám,The Pied Piper of Hamelin,What's the more interesting folktale -- Tấm and Cám or The Pied Piper of Hamelin? Answer with only and exactly one of these two options.,Tấm and Cám
1,Tấm and Cám,The Fox and the Grapes,What is the more interesting folktale? Tấm and Cám or The Fox and the Grapes? Answer with only and exactly one of these two options.,Tấm and Cám
2,Tấm and Cám,The Fox and the Grapes,Which is the more interesting folktale? Tấm and Cám or The Fox and the Grapes? Answer with only and exactly one of these two options.,Tấm and Cám
3,Tấm and Cám,The Fox and the Grapes,What's a more interesting folktale: Tấm and Cám or The Fox and the Grapes? Answer with only and exactly one of these two options.,Tấm and Cám
4,Tấm and Cám,The Fox and the Grapes,Which is the more interesting folktale? Tấm and Cám or The Fox and the Grapes? ... Answer with only and exactly one of these two options.,Tấm and Cám
5,Tấm and Cám,The Fox and the Grapes,What's the more interesting folktale -- Tấm and Cám or The Fox and the Grapes? Answer with only and exactly one of these two options.,Tấm and Cám
1,Tấm and Cám,Ali Baba and the Forty Thieves,What is the more interesting folktale? Tấm and Cám or Ali Baba and the Forty Thieves? Answer with only and exactly one of these two options.,Ali Baba and the Forty Thieves
2,Tấm and Cám,Ali Baba and the Forty Thieves,Which is the more interesting folktale? Tấm and Cám or Ali Baba and the Forty Thieves? Answer with only and exactly one of these two options.,Ali Baba and the Forty Thieves
3,Tấm and Cám,Ali Baba and the Forty Thieves,What's a more interesting folktale: Tấm and Cám or Ali Baba and the Forty Thieves? Answer with only and exactly one of these two options.,Ali Baba and the Forty Thieves
4,Tấm and Cám,Ali Baba and the Forty Thieves,Which is the more interesting folktale? Tấm and Cám or Ali Baba and the Forty Thieves? ... Answer with only and exactly one of these two options.,Ali Baba and the Forty Thieves
5,Tấm and Cám,Ali Baba and the Forty Thieves,What's the more interesting folktale -- Tấm and Cám or Ali Baba and the Forty Thieves? Answer with only and exactly one of these two options.,Ali Baba and the Forty Thieves
1,Tấm and Cám,The Clever Rabbit and the Lion,What is the more interesting folktale? Tấm and Cám or The Clever Rabbit and the Lion? Answer with only and exactly one of these two options.,Tấm and Cám
2,Tấm and Cám,The Clever Rabbit and the Lion,Which is the more interesting folktale? Tấm and Cám or The Clever Rabbit and the Lion? Answer with only and exactly one of these two options.,Tấm and Cám
3,Tấm and Cám,The Clever Rabbit and the Lion,What's a more interesting folktale: Tấm and Cám or The Clever Rabbit and the Lion? Answer with only and exactly one of these two options.,Tấm and Cám
4,Tấm and Cám,The Clever Rabbit and the Lion,Which is the more interesting folktale? Tấm and Cám or The Clever Rabbit and the Lion? ... Answer with only and exactly one of these two options.,Tấm and Cám
5,Tấm and Cám,The Clever Rabbit and the Lion,What's the more interesting folktale -- Tấm and Cám or The Clever Rabbit and the Lion? Answer with only and exactly one of these two options.,Tấm and Cám
1,Tấm and Cám,Anansi and the Moss-Covered Rock,What is the more interesting folktale? Tấm and Cám or Anansi and the Moss-Covered Rock? Answer with only and exactly one of these two options.,Tấm and Cám
2,Tấm and Cám,Anansi and the Moss-Covered Rock,Which is the more interesting folktale? Tấm and Cám or Anansi and the Moss-Covered Rock? Answer with only and exactly one of these two options.,Tấm and Cám
3,Tấm and Cám,Anansi and the Moss-Covered Rock,What's a more interesting folktale: Tấm and Cám or Anansi and the Moss-Covered Rock? Answer with only and exactly one of these two options.,Tấm and Cám
4,Tấm and Cám,Anansi and the Moss-Covered Rock,Which is the more interesting folktale? Tấm and Cám or Anansi and the Moss-Covered Rock? ... Answer with only and exactly one of these two options.,Anansi and the Moss-Covered Rock
5,Tấm and Cám,Anansi and the Moss-Covered Rock,What's the more interesting folktale -- Tấm and Cám or Anansi and the Moss-Covered Rock? Answer with only and exactly one of these two options.,Tấm and Cám
1,Tấm and Cám,The Monkey and the Turtle,What is the more interesting folktale? Tấm and Cám or The Monkey and the Turtle? Answer with only and exactly one of these two options.,Tấm and Cám
